citing,cited,Proximity ,index,title
Detecting Humans in Dense Crowd Using Locally -Consistent Scale Prior and Global Occlusion Reasoning,E61,1987,230,"P. Felzenszwalb, R. Girshick, D. McAllester, and D. Ramanan. Object detection with discriminatively trained part based models. PAMI, 32(9):1627–1645, 2010."
Detecting Humans in Dense Crowd Using Locally -Consistent Scale Prior and Global Occlusion Reasoning,E62,2021,231,"P. Felzenszwalb, R. Girshick, D. McAllester, and D. Ramanan. Object detection with discriminatively trained part based models. PAMI, 32(9):1627–1645, 2010."
Detecting Humans in Dense Crowd Using Locally -Consistent Scale Prior and Global Occlusion Reasoning,E63,2021,232,"P. Felzenszwalb, R. Girshick, D. McAllester, and D. Ramanan. Object detection with discriminatively trained part based models. PAMI, 32(9):1627–1645, 2010."
Detecting Humans in Dense Crowd Using Locally -Consistent Scale Prior and Global Occlusion Reasoning,E64,2021,233,"P. Felzenszwalb, R. Girshick, D. McAllester, and D. Ramanan. Object detection with discriminatively trained part based models. PAMI, 32(9):1627–1645, 2010."
Detecting Humans in Dense Crowd Using Locally -Consistent Scale Prior and Global Occlusion Reasoning,E65,2028,234,"P. Felzenszwalb, R. Girshick, D. McAllester, and D. Ramanan. Object detection with discriminatively trained part based models. PAMI, 32(9):1627–1645, 2010."
Detecting Humans in Dense Crowd Using Locally -Consistent Scale Prior and Global Occlusion Reasoning,E66,2138,235,"P. Felzenszwalb, R. Girshick, D. McAllester, and D. Ramanan. Object detection with discriminatively trained part based models. PAMI, 32(9):1627–1645, 2010."
Detecting Humans in Dense Crowd Using Locally -Consistent Scale Prior and Global Occlusion Reasoning,E67,2150,236,"F. Khan, R. Anwer, J. Weijer, A. Bagdanov, M. Vanrell, and A. Lopez. Color attributes for object detection. In CVPR, 2012"
Detecting Humans in Dense Crowd Using Locally -Consistent Scale Prior and Global Occlusion Reasoning,E68,2269,237,"X. Wang, T. Han, and S. Yan. An hog-lbp human detector with partial occlusion handling. In ICCV, 2009."
Detecting Humans in Dense Crowd Using Locally -Consistent Scale Prior and Global Occlusion Reasoning,E69,2309,238,"D. Park, D. Ramanan, and C. Fowlkes. Multiresolution models for object detection. In ECCV. 2010."
Detecting Humans in Dense Crowd Using Locally -Consistent Scale Prior and Global Occlusion Reasoning,E70,3924,239,"M. Rodriguez, I. Laptev, J. Sivic, and J. Audibert. Densityaware person detection and tracking in crowds. In ICCV, 2011"
Detecting Humans in Dense Crowd Using Locally -Consistent Scale Prior and Global Occlusion Reasoning,E71,4366,240,"B. Wu and R. Nevatia. Detection of multiple, partially occluded humans in a single image by bayesian combination of edgelet part detectors. In ICCV, 2005"
Detecting Humans in Dense Crowd Using Locally -Consistent Scale Prior and Global Occlusion Reasoning,E72,5888,241,"W. Ge and R. Collins. Crowd detection with a multiview sampler. In ECCV, 2010"
Detecting Humans in Dense Crowd Using Locally -Consistent Scale Prior and Global Occlusion Reasoning,E73,5901,242,"M. Enzweiler, A. Eigenstetter, B. Schiele, and D. Gavrila. Multicue pedestrian classification with partial occlusion handling. In CVPR, 2010"
Detecting Humans in Dense Crowd Using Locally -Consistent Scale Prior and Global Occlusion Reasoning,E74,6912,243,"C. Arteta, V. Lempitsky, J. A. Noble, and A. Zisserman. Learning to detect partially overlapping instances. In CVPR, 2013."
Detecting Humans in Dense Crowd Using Locally -Consistent Scale Prior and Global Occlusion Reasoning,E75,6928,244,"W. Ouyang and X. Wang. A discriminative deep model for pedestrian detection with occlusion handling. In CVPR, 2012."
Detecting Humans in Dense Crowd Using Locally -Consistent Scale Prior and Global Occlusion Reasoning,E76,6973,245,"L. Wolf and S. Bileschi. A critical view of context. In IJCV, volume 69, pages 251–261, 2006."
Head Shoulder Detection Using Joint HOG feature for people Counting and videos Surveillance in Library,F1,10,246,"M. Rodriguez, S. Ali, and T. Kanade. Tracking in unstructured crowded scenes. In ICCV, 2009."
Head Shoulder Detection Using Joint HOG feature for people Counting and videos Surveillance in Library,F2,39,247,"W. Ouyang and X. Wang. Single-pedestrian detection aided by multi-pedestrian detection. In CVPR, 2013"
Head Shoulder Detection Using Joint HOG feature for people Counting and videos Surveillance in Library,F3,134,248,"K. Mikolajczyk, C. Schmid, and A. Zisserman. Human detection based on a probabilistic assembly of robust part detectors. In ECCV, 2004"
Head Shoulder Detection Using Joint HOG feature for people Counting and videos Surveillance in Library,F4,190,249,"F. Khan, R. Anwer, J. Weijer, A. Bagdanov, M. Vanrell, and A. Lopez. Color attributes for object detection. In CVPR, 2012."
Head Shoulder Detection Using Joint HOG feature for people Counting and videos Surveillance in Library,F5,265,250,"N. Dalal and B. Triggs. Histograms of oriented gradients for human detection. In CVPR, 2005."
Head Shoulder Detection Using Joint HOG feature for people Counting and videos Surveillance in Library,F6,400,251,"] D. Geronimo, A. Lopez, A. Sappa, and T. Graf. Survey of pedestrian detection for advanced driver assistance systems. PAMI, 32(7):1239–1258, 2010"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G1,360,252,"N. T. Siebel and S. Maybank. Fusion of multiple tracking algorithms for robust people tracking. In Computer VisionECCV 2002, pages 373–387. Springer, 2002. 1, 2"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G2,360,253,"J. S. Marques, P. M. Jorge, A. J. Abrantes, and J. Lemos. Tracking groups of pedestrians in video sequences. In Computer Vision and Pattern Recognition Workshop, 2003"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G3,360,254,"G. J. Brostow and R. Cipolla. Unsupervised bayesian detection of independent motion in crowds. In Computer Vision and Pattern Recognition, 2006 IEEE Computer Society Conference on, volume 1, pages 594–601. IEEE, 2006. 1, 2"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G4,360,255,"A. Basharat, A. Gritai, and M. Shah. Learning object motion patterns for anomaly detection and improved object detection. In Computer Vision and Pattern Recognition, 2008. CVPR 2008. IEEE Conference on, pages 1–8. IEEE, 2008."
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G5,360,256,"P. Tu, T. Sebastian, G. Doretto, N. Krahnstoever, J. Rittscher, and T. Yu. Unified crowd segmentation. In Computer Vision– ECCV 2008, pages 691–704. Springer, 2008. 1, 2"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G6,360,257,"T. Zhang, H. Lu, and S. Z. Li. Learning semantic scene models by object classification and trajectory clustering. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 1940–1947. IEEE, 2009. 1, 2"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G7,389,258,"L. Itti and P. Baldi. A principled approach to detecting surprising events in video. In Computer Vision and Pattern Recognition, 2005. CVPR 2005. IEEE Computer Society Conference on, volume 1, pages 631–637. IEEE, 2005."
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G8,389,259,"A. Adam, E. Rivlin, I. Shimshoni, and D. Reinitz. Robust real-time unusual event detection using multiple fixedlocation monitors. Pattern Analysis and Machine Intelligence, IEEE Transactions on, 30(3):555–560, 2008"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G9,389,260,"J. Kim and K. Grauman. Observe locally, infer globally: a space-time mrf for detecting abnormal activities with incremental updates. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 2921– 2928. IEEE, 2009"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G10,389,261,"R. Mehran, A. Oyama, and M. Shah. Abnormal crowd behavior detection using social force model. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 935–942. IEEE, 2009"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G11,389,262,"S. Wu, B. E. Moore, and M. Shah. Chaotic invariants of lagrangian particle trajectories for anomaly detection in crowded scenes. In Computer Vision and Pattern Recognition (CVPR), 2010 IEEE Conference on, pages 2054–2060. IEEE, 2010"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G12,401,263,"O. Boiman and M. Irani. Detecting irregularities in images and in video. International Journal of Computer Vision, 74(1):17–31, 2007"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G13,401,264,"L. Kratz and K. Nishino. Anomaly detection in extremely crowded scenes using spatio-temporal motion pattern models. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 1446–1453. IEEE, 2009"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G14,401,265,"V. Mahadevan, W. Li, V. Bhalodia, and N. Vasconcelos. Anomaly detection in crowded scenes. In Computer Vision and Pattern Recognition (CVPR), 2010 IEEE Conference on, pages 1975–1981. IEEE, 2010"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G15,401,266,"W. Li, V. Mahadevan, and N. Vasconcelos. Anomaly detection and localization in crowded scenes. Pattern Analysis and Machine Intelligence, IEEE Transactions on, 36(1):18– 32, 2014"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G16,401,267,"Y. Cong, J. Yuan, and J. Liu. Sparse reconstruction cost for abnormal event detection. In Computer Vision and Pattern Recognition (CVPR), 2011 IEEE Conference on, pages 3449–3456. IEEE, 2011"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G17,401,268,"V. Saligrama and Z. Chen. Video anomaly detection based on local statistical aggregates. In Computer Vision and Pattern Recognition (CVPR), 2012 IEEE Conference on, pages 2112–2119. IEEE, 2012"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G18,401,269,"B. Wang, M. Ye, X. Li, F. Zhao, and J. Ding. Abnormal crowd behavior detection using high-frequency and spatio-temporal features. Machine Vision and Applications, 23(3):501–511, 2012"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G19,419,270,"H. Wang, A. Klaser, C. Schmid, and C.-L. Liu. Action recognition by dense trajectories. In Computer Vision and Pattern Recognition (CVPR), 2011 IEEE Conference on, pages 3169–3176. IEEE, 2011"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G20,419,271,"H. Wang, A. Klaser, C. Schmid, and C.-L. Liu. Dense trajec- ¨ tories and motion boundary descriptors for action recognition. International Journal of Computer Vision, 103(1):60– 79, 2013"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G21,419,272,"H. Wang and C. Schmid. Action recognition with improved trajectories. In Computer Vision (ICCV), 2013 IEEE International Conference on, pages 3551–3558. IEEE, 2013."
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G22,424,273,"R. Mehran, A. Oyama, and M. Shah. Abnormal crowd behavior detection using social force model. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 935–942. IEEE, 2009."
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G23,477,274,"B. Scholkopf, R. C. Williamson, A. J. Smola, J. Shawe- ¨ Taylor, and J. C. Platt. Support vector method for novelty detection. In NIPS, volume 12, pages 582–588, 1999"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G24,544,275,"N. T. Siebel and S. Maybank. Fusion of multiple tracking algorithms for robust people tracking. In Computer VisionECCV 2002, pages 373–387. Springer, 2002."
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G25,544,276,"J. S. Marques, P. M. Jorge, A. J. Abrantes, and J. Lemos. Tracking groups of pedestrians in video sequences. In Computer Vision and Pattern Recognition Workshop, 2003."
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G26,544,277,"G. J. Brostow and R. Cipolla. Unsupervised bayesian detection of independent motion in crowds. In Computer Vision and Pattern Recognition, 2006 IEEE Computer Society Conference on, volume 1, pages 594–601. IEEE, 2006"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G27,544,278,"A. Basharat, A. Gritai, and M. Shah. Learning object motion patterns for anomaly detection and improved object detection. In Computer Vision and Pattern Recognition, 2008. CVPR 2008. IEEE Conference on, pages 1–8. IEEE, 2008"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G28,544,279,"P. Tu, T. Sebastian, G. Doretto, N. Krahnstoever, J. Rittscher, and T. Yu. Unified crowd segmentation. In Computer Vision– ECCV 2008, pages 691–704. Springer, 2008"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G29,544,280,"T. Zhang, H. Lu, and S. Z. Li. Learning semantic scene models by object classification and trajectory clustering. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 1940–1947. IEEE, 2009"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G30,544,281,"L. Itti and P. Baldi. A principled approach to detecting surprising events in video. In Computer Vision and Pattern Recognition, 2005. CVPR 2005. IEEE Computer Society Conference on, volume 1, pages 631–637. IEEE, 2005"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G31,583,282,"A. Adam, E. Rivlin, I. Shimshoni, and D. Reinitz. Robust real-time unusual event detection using multiple fixedlocation monitors. Pattern Analysis and Machine Intelligence, IEEE Transactions on, 30(3):555–560, 2008"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G32,597,283,"J. Kim and K. Grauman. Observe locally, infer globally: a space-time mrf for detecting abnormal activities with incremental updates. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 2921– 2928. IEEE, 2009"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G33,609,284,"R. Mehran, A. Oyama, and M. Shah. Abnormal crowd behavior detection using social force model. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 935–942. IEEE, 2009"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G34,641,285,"D. Helbing and P. Molnar. Social force model for pedestrian dynamics. Physical review E, 51(5):4282, 1995"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G35,654,286,"D. Helbing, I. Farkas, and T. Vicsek. Simulating dynamical features of escape panic. Nature, 407(6803):487–490, 2000."
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G36,654,287,"D. M. Blei, A. Y. Ng, and M. I. Jordan. Latent dirichlet allocation. the Journal of machine Learning research, 3:993– 1022, 2003"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G37,678,288,"R. Raghavendra, A. Del Bue, M. Cristani, and V. Murino. Abnormal crowd behavior detection by social force optimization. In Human Behavior Understanding, pages 134– 145. Springer, 2011"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G38,692,289,"X. Cui, Q. Liu, M. Gao, and D. N. Metaxas. Abnormal detection using interaction energy potentials. In Computer Vision and Pattern Recognition (CVPR), 2011 IEEE Conference on, pages 3161–3167. IEEE, 2011"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G39,695,290,"Y. Zhang, L. Qin, H. Yao, and Q. Huang. Abnormal crowd behavior detection based on social attribute-aware force model. In Image Processing (ICIP), 2012 19th IEEE International Conference on, pages 2689–2692. IEEE, 2012."
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G40,698,291,"S. Wu, B. E. Moore, and M. Shah. Chaotic invariants of lagrangian particle trajectories for anomaly detection in crowded scenes. In Computer Vision and Pattern Recognition (CVPR), 2010 IEEE Conference on, pages 2054–2060. IEEE, 2010."
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G41,701,292,"O. Boiman and M. Irani. Detecting irregularities in images and in video. International Journal of Computer Vision, 74(1):17–31, 2007"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G42,727,293,"L. Kratz and K. Nishino. Anomaly detection in extremely crowded scenes using spatio-temporal motion pattern models. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 1446–1453. IEEE, 2009"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G43,744,294,"V. Mahadevan, W. Li, V. Bhalodia, and N. Vasconcelos. Anomaly detection in crowded scenes. In Computer Vision and Pattern Recognition (CVPR), 2010 IEEE Conference on, pages 1975–1981. IEEE, 2010."
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G44,760,295,"W. Li, V. Mahadevan, and N. Vasconcelos. Anomaly detection and localization in crowded scenes. Pattern Analysis and Machine Intelligence, IEEE Transactions on, 36(1):18– 32, 2014."
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G45,760,296,"Y. Cong, J. Yuan, and J. Liu. Sparse reconstruction cost for abnormal event detection. In Computer Vision and Pattern Recognition (CVPR), 2011 IEEE Conference on, pages 3449–3456. IEEE, 2011"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G46,773,297,"V. Saligrama and Z. Chen. Video anomaly detection based on local statistical aggregates. In Computer Vision and Pattern Recognition (CVPR), 2012 IEEE Conference on, pages 2112–2119. IEEE, 2012"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G47,787,298,"B. Wang, M. Ye, X. Li, F. Zhao, and J. Ding. Abnormal crowd behavior detection using high-frequency and spatio-temporal features. Machine Vision and Applications, 23(3):501–511, 2012"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G48,801,299,"G. Farneback. Two-frame motion estimation based on poly- ¨ nomial expansion. In Proceedings of the 13th Scandinavian Conference on Image Analysis, LNCS 2749, pages 363–370, Gothenburg, Sweden, June-July 2003"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G49,818,300,"N. Dalal and B. Triggs. Histograms of oriented gradients for human detection. In Computer Vision and Pattern Recognition, 2005. CVPR 2005. IEEE Computer Society Conference on, volume 1, pages 886–893. IEEE, 2005"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G50,818,301,"I. Laptev, M. Marszalek, C. Schmid, and B. Rozenfeld. Learning realistic human actions from movies. In Computer Vision and Pattern Recognition, 2008. CVPR 2008. IEEE Conference on, pages 1–8. IEEE, 2008"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G51,818,302,"N. Dalal, B. Triggs, and C. Schmid. Human detection using oriented histograms of flow and appearance. In Computer Vision–ECCV 2006, pages 428–441. Springer, 2006"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G52,939,303,"D. Helbing and P. Molnar. Social force model for pedestrian dynamics. Physical review E, 51(5):4282, 1995"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G53,1060,304,"D. Helbing, I. Farkas, and T. Vicsek. Simulating dynamical features of escape panic. Nature, 407(6803):487–490, 2000."
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G54,1066,305,"R. Mehran, A. Oyama, and M. Shah. Abnormal crowd behavior detection using social force model. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 935–942. IEEE, 2009"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G55,1081,306,"R. Mehran, A. Oyama, and M. Shah. Abnormal crowd behavior detection using social force model. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 935–942. IEEE, 2009"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G56,1147,307,"D. M. Blei, A. Y. Ng, and M. I. Jordan. Latent dirichlet allocation. the Journal of machine Learning research, 3:993– 1022, 2003"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G57,1161,308,"B. Scholkopf, R. C. Williamson, A. J. Smola, J. Shawe- ¨ Taylor, and J. C. Platt. Support vector method for novelty detection. In NIPS, volume 12, pages 582–588, 1999"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G58,1442,309,"H. Wang, A. Klaser, C. Schmid, and C.-L. Liu. Action recognition by dense trajectories. In Computer Vision and Pattern Recognition (CVPR), 2011 IEEE Conference on, pages 3169–3176. IEEE, 2011"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G59,1567,310," H. Wang, A. Klaser, C. Schmid, and C.-L. Liu. Dense trajec- ¨ tories and motion boundary descriptors for action recognition. International Journal of Computer Vision, 103(1):60– 79, 2013"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G60,1574,311,"R. Mehran, A. Oyama, and M. Shah. Abnormal crowd behavior detection using social force model. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 935–942. IEEE, 2009"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G61,1624,312,"R. Mehran, A. Oyama, and M. Shah. Abnormal crowd behavior detection using social force model. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 935–942. IEEE, 2009"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G62,1779,313,Detection of unusual crowd activity dataset. http://mha. cs.umn.edu/proj_events.shtml#crowd
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G63,1779,314,Ucf web videos dataset. http://www.vision. eecs.ucf.edu/projects/rmehran/cvpr2009/ Abnormal_Crowd.html#VI._Downloads
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G64,2331,315,Detection of unusual crowd activity dataset. http://mha. cs.umn.edu/proj_events.shtml#crowd.
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G65,2449,316,"R. Mehran, A. Oyama, and M. Shah. Abnormal crowd behavior detection using social force model. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 935–942. IEEE, 2009"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G66,2453,317,"R. Mehran, A. Oyama, and M. Shah. Abnormal crowd behavior detection using social force model. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 935–942. IEEE, 2009"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G67,2965,318,Ucf web videos dataset. http://www.vision. eecs.ucf.edu/projects/rmehran/cvpr2009/ Abnormal_Crowd.html#VI._Downloads.
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G68,2999,319,"R. Mehran, A. Oyama, and M. Shah. Abnormal crowd behavior detection using social force model. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 935–942. IEEE, 2009"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G69,3063,320,"R. Mehran, A. Oyama, and M. Shah. Abnormal crowd behavior detection using social force model. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 935–942. IEEE, 2009"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G70,3325,321,"R. Mehran, A. Oyama, and M. Shah. Abnormal crowd behavior detection using social force model. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 935–942. IEEE, 2009"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G71,3378,322,"N. T. Siebel and S. Maybank. Fusion of multiple tracking algorithms for robust people tracking. In Computer VisionECCV 2002, pages 373–387. Springer, 2002"
ANOMALY DETECTION IN CROWDED SCENES USING DENSE TRAJECTORIES,G72,3511,323,"L. Kratz and K. Nishino. Anomaly detection in extremely crowded scenes using spatio-temporal motion pattern models. In Computer Vision and Pattern Recognition, 2009. CVPR 2009. IEEE Conference on, pages 1446–1453. IEEE, 2009"
KERVOLUTIONAL NEURAL NETWORKS,H1,16,324,"Alex Krizhevsky, Ilya Sutskever, and Geoffrey E Hinton. ImageNet Classification with Deep Convolutional Neural Networks. In Conference on Neural Information Processing Systems, 2012"
KERVOLUTIONAL NEURAL NETWORKS,H2,16,325,"Kaiming He, Xiangyu Zhang, Shaoqing Ren, and Jian Sun. Deep Residual Learning for Image Recognition. In The Conference on Computer Vision and Pattern Recognition, 2016"
KERVOLUTIONAL NEURAL NETWORKS,H2,19,326,"Ross Girshick. Fast R-CNN. In IEEE International Conference on Computer Vision, pages 1440–1448. IEEE, 2015."
KERVOLUTIONAL NEURAL NETWORKS,H3,19,327,"Shaoqing Ren, Kaiming He, Ross Girshick, and Jian Sun. Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks. IEEE Transactions on Pattern Analysis and Machine Intelligence, 39(6):1137–1149, 2017."
KERVOLUTIONAL NEURAL NETWORKS,H4,49,328,"David H Hubel and Torsten N Wiesel. Receptive fields, binocular interaction and functional architecture in the cat’s visual cortex. The Journal of physiology, 160(1):106–154, 1962."
KERVOLUTIONAL NEURAL NETWORKS,H5,49,329,"David H Hubel and Torsten N Wiesel. Receptive fields and functional architecture of monkey striate cortex. The Journal of physiology, 195(1):215–243, 1968."
KERVOLUTIONAL NEURAL NETWORKS,H6,65,330,"Georgios Zoumpourlis, Alexandros Doumanoglou, Nicholas Vretos, and Petros Daras. Non-linear Convolution Filters for CNN-Based Learning. In IEEE International Conference on Computer Vision (ICCV), pages 4771–4779. IEEE, 2017."
KERVOLUTIONAL NEURAL NETWORKS,H7,140,331,"Georgios Zoumpourlis, Alexandros Doumanoglou, Nicholas Vretos, and Petros Daras. Non-linear Convolution Filters for CNN-Based Learning. In IEEE International Conference on Computer Vision (ICCV), pages 4771–4779. IEEE, 2017."
KERVOLUTIONAL NEURAL NETWORKS,H8,159,332,"Mathieu Blondel, Masakazu Ishihata, Akinori Fujino, and Naonori Ueda. Polynomial Networks and Factorization Machines: New Insights and Efficient Training Algorithms. In International Conference on Machine Learning, 2016."
KERVOLUTIONAL NEURAL NETWORKS,H9,198,333,"Yin Cui, Feng Zhou, Jiang Wang, Xiao Liu, Yuanqing Lin, and Serge Belongie. Kernel Pooling for Convolutional Neural Networks. In 2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR), pages 3049–3058. IEEE, 2017"
KERVOLUTIONAL NEURAL NETWORKS,H10,198,334,"Georgios Zoumpourlis, Alexandros Doumanoglou, Nicholas Vretos, and Petros Daras. Non-linear Convolution Filters for CNN-Based Learning. In IEEE International Conference on Computer Vision (ICCV), pages 4771–4779. IEEE, 2017"
KERVOLUTIONAL NEURAL NETWORKS,H11,198,335,"Yin Cui, Feng Zhou, Jiang Wang, Xiao Liu, Yuanqing Lin, and Serge Belongie. Kernel Pooling for Convolutional Neural Networks. In 2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR), pages 3049–3058. IEEE, 2017."
KERVOLUTIONAL NEURAL NETWORKS,H12,291,336,"Mathieu Blondel, Masakazu Ishihata, Akinori Fujino, and Naonori Ueda. Polynomial Networks and Factorization Machines: New Insights and Efficient Training Algorithms. In International Conference on Machine Learning, 2016"
KERVOLUTIONAL NEURAL NETWORKS,H13,363,337,"Georgios Zoumpourlis, Alexandros Doumanoglou, Nicholas Vretos, and Petros Daras. Non-linear Convolution Filters for CNN-Based Learning. In IEEE International Conference on Computer Vision (ICCV), pages 4771–4779. IEEE, 2017."
KERVOLUTIONAL NEURAL NETWORKS,H14,527,338,"Yin Cui, Feng Zhou, Jiang Wang, Xiao Liu, Yuanqing Lin, and Serge Belongie. Kernel Pooling for Convolutional Neural Networks. In 2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR), pages 3049–3058. IEEE, 2017"
